iter	MAE	RMSE
866	0.5030921906	0.6838701639
867	0.503010527	0.683752109
868	0.5029471581	0.6836882112
869	0.5028915986	0.6836306678
870	0.5028762442	0.6835899112
871	0.5027679889	0.6834996313
872	0.5027286485	0.6834445975
873	0.502684001	0.6833661718
874	0.5025736905	0.6832041524
875	0.5024587289	0.6829982989
876	0.5023960405	0.682894219
877	0.5022834054	0.6827782605
878	0.5022376689	0.682702756
879	0.5021237152	0.6825597045
880	0.5020792781	0.6824707722
881	0.501991404	0.6823566821
882	0.5018825151	0.682182108
883	0.5017965531	0.6820564276
884	0.5017119189	0.6818954499
885	0.5016217035	0.6818020264
886	0.5014751179	0.6816582565
887	0.5014026126	0.6814805004
888	0.5013335782	0.6813246755
889	0.5011894501	0.681077879
890	0.5010773569	0.6809608347
891	0.501028538	0.6808854497
892	0.500874741	0.6806729956
893	0.5008375866	0.6805885849
894	0.5007090876	0.6804454002
895	0.5006175417	0.6803371249
896	0.5004721064	0.6802274283
897	0.5004147206	0.680186424
898	0.5004031675	0.6800991582
899	0.5002872112	0.6800185834
900	0.5002579403	0.6799807558
901	0.5002227696	0.6798791894
902	0.5001070982	0.6797049263
903	0.5000090603	0.6795594985
904	0.4999327116	0.6794609271
905	0.499873949	0.6793953248
906	0.4998049948	0.6792925123
907	0.4996934761	0.6791041827
908	0.4996615907	0.6790721711
909	0.4996431516	0.6790448163
910	0.4996350617	0.6790100613
911	0.4995616236	0.6789126179
912	0.4994869829	0.678779823
913	0.4994542065	0.678742438
914	0.4993807348	0.6786573363
915	0.4992979386	0.6785227669
916	0.4992781674	0.6785009657
917	0.4992680957	0.6784616927
918	0.4992386836	0.6783984932
919	0.4991802438	0.678303277
920	0.4990917372	0.6782229937
921	0.499015049	0.6781334487
922	0.4988742901	0.6779347245
923	0.4988644696	0.6779160391
924	0.4987516474	0.6778001532
925	0.498604915	0.677583229
926	0.4985593023	0.6775196886
927	0.4985395967	0.6774980214
928	0.498478886	0.677398703
929	0.4984452957	0.6773303215
930	0.4984404832	0.6772974731
931	0.4983595966	0.67718568
932	0.4982454937	0.6770424558
933	0.4982250399	0.6770064411
934	0.498098655	0.6768548272
935	0.4980540257	0.6768064298
936	0.4980197873	0.6767589665
937	0.4979894603	0.6767095857
938	0.4978886606	0.6765867983
939	0.497766737	0.676355251
940	0.4976223987	0.6761396991
941	0.4975703955	0.6760906625
942	0.4975471769	0.676033804
943	0.4974907214	0.6759647403
944	0.4973875946	0.6758221006
945	0.4973232375	0.6757255597
946	0.4972455362	0.6756484353
947	0.4972116962	0.6756019799
948	0.4970697551	0.675409618
949	0.4969980927	0.6753359988
950	0.4969185562	0.6752659169
951	0.4968797157	0.6752286052
952	0.4968699723	0.67521028
953	0.4968548382	0.6751460803
954	0.4968307607	0.6751034628
955	0.4966748659	0.6749428638
956	0.4966624555	0.6749190193
957	0.496585221	0.6748416258
958	0.4965468416	0.6747705928
959	0.496525486	0.6747213125
960	0.4964762959	0.6745856458
961	0.4964447184	0.6745503134
962	0.4963715533	0.6744574052
963	0.4963637533	0.6744246407
964	0.4962694324	0.6743365034
965	0.4961474956	0.6741878283
966	0.4960266534	0.6740417649
967	0.4959175016	0.6739028285
968	0.4959032219	0.6738761804
969	0.4958877473	0.6738357177
970	0.4958180899	0.6737010603
971	0.4957252492	0.6735668956
972	0.4956984616	0.6735324662
973	0.4956669677	0.6734542062
974	0.4955833263	0.6733429921
975	0.495548765	0.6732904738
976	0.4955563953	0.6732667255
977	0.4954970603	0.6732073472
978	0.4953581494	0.6730361206
979	0.4952840171	0.6729291589
980	0.4952109789	0.6728697065
981	0.4951694519	0.6727852497
982	0.4951498865	0.6727619737
983	0.4951364634	0.67274625
984	0.4950901135	0.6726773613
985	0.4950602815	0.6725943041
986	0.4949925167	0.6725398099
987	0.4949056278	0.6723528649
988	0.4947840512	0.6722242269
989	0.4947647949	0.6721961781
990	0.4947246799	0.6721509204
991	0.494704846	0.6721180982
992	0.4946873413	0.6720987854
993	0.4946623611	0.6720694813
994	0.4946481979	0.6720510308
995	0.4945748725	0.6719697905
996	0.4945103845	0.6718841213
997	0.4944959236	0.6718437661
998	0.4944947896	0.6718142275
999	0.4943906659	0.6717144805
1000	0.4943590432	0.6716506975
1001	0.4943387647	0.671630164
1002	0.4942593267	0.6715340861
1003	0.494224851	0.6714510568
1004	0.4941647986	0.6713202808
1005	0.4940912293	0.6712344178
1006	0.4940390518	0.6711060895
1007	0.4940166449	0.6710206451
1008	0.4940048846	0.6709765588
1009	0.4939862724	0.6709505786
1010	0.4939093582	0.6708351296
1011	0.4938571116	0.6707647532
1012	0.4938429336	0.6707469974
1013	0.4937535927	0.6705458926
1014	0.4937185128	0.6704601027
1015	0.493628737	0.6703967667
1016	0.4935984362	0.6703638175
1017	0.4935566619	0.6703302642
1018	0.4934321298	0.6701649428
1019	0.4933694599	0.6700343745
1020	0.4932606059	0.6699294339
1021	0.4931861165	0.6698620587
1022	0.4931365498	0.6697975365
1023	0.4931176236	0.6697776971
1024	0.4930990699	0.6697522726
1025	0.4930416066	0.6696922716
1026	0.4930105011	0.6696295298
1027	0.4929529947	0.6695801
1028	0.4929212064	0.6695540817
1029	0.492843832	0.6694138424
1030	0.4927925487	0.6693679385
1031	0.492779408	0.6693489002
1032	0.4926602112	0.66916307
1033	0.4925615225	0.6690206958
1034	0.4923979267	0.6688413404
1035	0.4922932251	0.6687004726
1036	0.4922319819	0.6686406823
1037	0.4921273241	0.6685004827
1038	0.4921086778	0.6684810176
1039	0.4920626581	0.6684400003
1040	0.4920374604	0.6684063092
1041	0.4919985988	0.6683539681
1042	0.4919747064	0.6683308289
1043	0.4918626474	0.6682147489
1044	0.4918174187	0.6681607291
1045	0.4917163662	0.6680156271
1046	0.4916428456	0.6679244409
1047	0.4916109169	0.6678827193
1048	0.4914915549	0.6677796923
1049	0.4914640403	0.6677250511
1050	0.4913768909	0.6675865295
1051	0.4913557215	0.6675567939
1052	0.4913260508	0.6675193481
1053	0.4912718003	0.6674303058
1054	0.4912402142	0.667380282
1055	0.491221784	0.6673611205
1056	0.4911831185	0.6673105584
1057	0.4911577953	0.6672388603
1058	0.4911319331	0.667159207
1059	0.4911181518	0.6671426128
1060	0.4910794773	0.6670995229
1061	0.4910415218	0.6670500581
1062	0.4909644107	0.6669580012
1063	0.4908812136	0.6668249299
1064	0.4908543827	0.6667933542
1065	0.4908247336	0.6667467577
1066	0.4907863904	0.6667181171
1067	0.4907599152	0.6666857204
1068	0.4906582796	0.6665546459
1069	0.4906356797	0.6665215441
1070	0.4905279177	0.6663754341
1071	0.4904968409	0.6663352413
1072	0.490351246	0.666138885
1073	0.4903068657	0.6660768483
1074	0.4902543344	0.6660360115
1075	0.4902180733	0.6659381415
1076	0.490148279	0.6658744065
1077	0.4899627476	0.6656404598
1078	0.4899405006	0.6656192355
1079	0.4898222287	0.6655186042
1080	0.489710749	0.6653431362
1081	0.4895532115	0.6652137041
1082	0.4894660133	0.6651551194
1083	0.4893811525	0.6650974718
1084	0.4893006198	0.6650019801
1085	0.4892883555	0.6649822679
1086	0.4891243556	0.6648039724
1087	0.4890542147	0.6647410595
1088	0.4889636615	0.6646005429
1089	0.4887878033	0.6643736819
1090	0.4887654834	0.6643399289
1091	0.4887486614	0.6642900908
1092	0.488677694	0.6642372797
1093	0.4886612027	0.6641709725
1094	0.4885607318	0.6640561926
1095	0.4884927759	0.6640044204
1096	0.4883752861	0.6638822771
1097	0.4883125599	0.6637506346
1098	0.4882838018	0.6636907034
1099	0.4881168503	0.6635072356
1100	0.487943882	0.6632330654
1101	0.4878521157	0.6631345922
1102	0.4877599509	0.6629761863
1103	0.4877321228	0.6629304436
1104	0.4876977926	0.662867418
1105	0.4876427154	0.6627208085
1106	0.487527833	0.662562686
1107	0.4874397079	0.6624170862
1108	0.487341978	0.6622864088
1109	0.4872315	0.6621447368
1110	0.4871815368	0.6620116418
1111	0.4870378321	0.6618444793
1112	0.4870061434	0.6617611068
1113	0.4869775527	0.6617305492
1114	0.486882417	0.6616033012
1115	0.4868333427	0.6615516588
1116	0.4867978175	0.6615114715
1117	0.4867457731	0.6614371441
1118	0.4865890807	0.6612776356
1119	0.4865837415	0.6612477895
1120	0.4865631609	0.6612241013
1121	0.4865108154	0.6611124834
1122	0.4863984318	0.6610164258
1123	0.4863021019	0.6609067641
1124	0.4862308793	0.660835022
1125	0.4862250273	0.6608058042
1126	0.4861498725	0.6606756453
1127	0.4860328776	0.6605170198
1128	0.4859385643	0.6603974832
1129	0.4858771896	0.6603057326
1130	0.4858442778	0.6602707691
1131	0.4857197625	0.6601634095
1132	0.485577018	0.6599832458
1133	0.4855373571	0.65993438
1134	0.4855060123	0.6598873548
1135	0.4854598065	0.659815768
1136	0.4854359395	0.659788326
1137	0.4853502448	0.6596626302
1138	0.4852688922	0.6595818646
1139	0.4851883608	0.6594178422
1140	0.485060037	0.6592588612
1141	0.4850409321	0.6592362661
1142	0.484960701	0.6591178471
1143	0.4849140209	0.6590479006
1144	0.4849040956	0.6590314348
1145	0.4848007077	0.6588846799
1146	0.4847701614	0.6588538947
1147	0.4846959923	0.6587642402
1148	0.484592716	0.6586379754
1149	0.4844602273	0.6584782129
1150	0.4844044021	0.658389762
1151	0.4843910024	0.6583617024
1152	0.4842968637	0.6582413552
1153	0.4841696243	0.6581007725
1154	0.4841227931	0.6580491246
1155	0.484065265	0.6580131589
1156	0.4840152854	0.6579588825
1157	0.4839876708	0.6579357981
1158	0.4839911058	0.6578582966
1159	0.483975809	0.6578387786
1160	0.483907572	0.6577349713
1161	0.483845458	0.6576225614
1162	0.4837950326	0.6575155168
1163	0.4837805334	0.6574962962
1164	0.4836455816	0.6573305193
1165	0.483630904	0.6573150264
1166	0.4836163134	0.657300458
1167	0.4835123774	0.6571976874
1168	0.4834912487	0.6571618884
1169	0.4834473443	0.6571098116
1170	0.4833481362	0.6570341761
1171	0.4832708159	0.6569230669
1172	0.4831217865	0.6567991339
1173	0.4830906689	0.6567236356
1174	0.4830282781	0.6566490665
1175	0.4829593095	0.6565578078
1176	0.4828625241	0.6564400408
1177	0.4827687613	0.6563503565
1178	0.4827685556	0.6563305098
1179	0.4826514209	0.6561416214
1180	0.4823769924	0.6558218145
1181	0.4823206997	0.6557343857
1182	0.4822283724	0.6556462533
1183	0.482128026	0.6554907691
1184	0.4820441951	0.655414101
1185	0.4819442818	0.6552851471
1186	0.4818823794	0.6552290599
1187	0.4818837992	0.6552031135
1188	0.4817251177	0.6549094365
1189	0.4816654842	0.6548144242
1190	0.4816165564	0.6547342091
1191	0.4815690161	0.6546769052
1192	0.4815061206	0.6546193827
1193	0.4814633739	0.6545810513
1194	0.4814466828	0.6545549452
1195	0.4813875314	0.6544052707
1196	0.4813188213	0.6542721842
1197	0.4812399375	0.6541546085
1198	0.4811990746	0.6540991641
1199	0.4811186699	0.6539851908
1200	0.4810209492	0.6538587773
1201	0.480845658	0.6536714166
1202	0.4807940314	0.6535812059
1203	0.4806020251	0.6534101197
1204	0.480465089	0.6532464527
1205	0.4803665925	0.6531434783
1206	0.4803728301	0.6531183481
1207	0.4803303723	0.6529919639
1208	0.4801899456	0.6528269548
1209	0.4800550627	0.6526677143
1210	0.4799949949	0.6525837138
1211	0.4799267721	0.652471157
1212	0.4798797479	0.6524128838
1213	0.4798338968	0.6523397137
1214	0.4797429842	0.6522195894
1215	0.4796805111	0.6521069756
1216	0.4796576434	0.652054637
1217	0.4793403138	0.6516300846
1218	0.4792678024	0.6515354226
1219	0.479205851	0.6514092601
1220	0.4791538929	0.6513393596
1221	0.4791076564	0.6512898553
1222	0.4789837487	0.6509991284
1223	0.4788882263	0.6508872651
1224	0.4788315546	0.6508337411
1225	0.4788214726	0.650819005
1226	0.4787456769	0.6507689508
1227	0.4786971491	0.6506957537
1228	0.4785485488	0.6505186035
1229	0.4785162351	0.6504547637
1230	0.4784136011	0.6503729865
1231	0.4784126258	0.6503548286
1232	0.4783222625	0.6502169889
1233	0.4783060811	0.6501879232
1234	0.478251775	0.6501129683
1235	0.4782248312	0.6500686066
1236	0.478196226	0.6500000777
1237	0.4781013807	0.6498812035
1238	0.4780048566	0.6497034983
1239	0.4779744727	0.6496628198
1240	0.4779553211	0.6496373698
1241	0.4778817738	0.649548045
1242	0.4778409521	0.6493916061
1243	0.4776888223	0.6492115295
1244	0.4775961833	0.6490916941
1245	0.477564717	0.6490432168
1246	0.4775122237	0.6489845886
1247	0.4774386399	0.6488762481
1248	0.4774252997	0.6488451577
1249	0.4772844979	0.6486623105
1250	0.4772048573	0.6485180533
1251	0.4770945681	0.6483583827
1252	0.477008183	0.6482638142
1253	0.476973408	0.6482260763
1254	0.4768420751	0.6479947904
1255	0.4768224316	0.647961609
1256	0.4765608743	0.6476406518
1257	0.4765329251	0.6476068857
1258	0.4765192123	0.6475898763
1259	0.4764433764	0.6474800866
1260	0.4763893391	0.6473960604
1261	0.4763517281	0.6473567823
1262	0.4762444335	0.647225051
1263	0.4761602092	0.6470692665
1264	0.4761371552	0.6470441184
1265	0.4760433313	0.646928243
1266	0.4759683994	0.6468202031
1267	0.4758898835	0.6467266535
1268	0.4758285646	0.6465673074
1269	0.4757678314	0.6464285771
1270	0.4756904754	0.6463251365
1271	0.4755686815	0.6462252469
1272	0.4754450245	0.6460912623
1273	0.4754164188	0.6460479736
1274	0.4753777465	0.6460148913
1275	0.4752484716	0.6458384567
1276	0.4751978585	0.6457793369
1277	0.4751583009	0.6456998397
1278	0.4750476347	0.6454938758
1279	0.4749270465	0.6453599617
1280	0.4748950778	0.6453343397
1281	0.4748143068	0.645235261
1282	0.4748062472	0.6452143
1283	0.474755649	0.6451582333
1284	0.4747298326	0.645120578
1285	0.4744831893	0.6448073821
1286	0.474448925	0.6447704176
1287	0.4744063248	0.6447089016
1288	0.4743873144	0.6446673913
1289	0.474322831	0.6445679433
1290	0.4741955311	0.6444429925
1291	0.4740051564	0.6441931107
1292	0.4739517052	0.6440601759
1293	0.4738552188	0.6439206082
1294	0.4738277379	0.6438813834
1295	0.4737714342	0.6437737398
1296	0.4736652399	0.6436340367
1297	0.4736158931	0.6435883603
1298	0.4736130043	0.6435597494
1299	0.4735467046	0.6434766193
1300	0.4735060291	0.6434163163
1301	0.4734809671	0.6433405406
1302	0.4732945493	0.6430962777
1303	0.4732439687	0.643029738
1304	0.4730457196	0.6427425477
1305	0.473034181	0.642726904
1306	0.4729957079	0.6426767866
1307	0.472930264	0.64259739
1308	0.4729023109	0.6425522789
1309	0.4727728017	0.6423818983
1310	0.4726730414	0.6422335732
1311	0.472642592	0.6422011813
1312	0.4726141253	0.6421595039
1313	0.4725580286	0.6420376589
1314	0.4723246524	0.6417437672
1315	0.4722768813	0.641689499
1316	0.4721769311	0.641536376
1317	0.4720339502	0.6413445236
1318	0.4720082684	0.641312983
1319	0.4719893333	0.6412338178
1320	0.4717885662	0.6410132648
1321	0.4717409172	0.6409596898
1322	0.4716613442	0.6408815132
1323	0.4716120934	0.6408117536
1324	0.4714783313	0.6405748762
1325	0.4712801847	0.6402784727
1326	0.4711869321	0.6401078555
1327	0.4711772423	0.6400841417
1328	0.4711297151	0.6400499528
1329	0.4710404102	0.6399130527
1330	0.4710294159	0.6398980872
1331	0.4710109261	0.6398737609
1332	0.470932041	0.6398024724
1333	0.4708619645	0.6397002515
1334	0.4707673717	0.6395551039
1335	0.4707418701	0.6395304649
1336	0.4706851679	0.639448225
1337	0.4706567289	0.6393758095
1338	0.4705828008	0.6392283499
1339	0.4705228341	0.6391583007
1340	0.470367655	0.6389346647
1341	0.4703686872	0.6389217556
1342	0.4703222275	0.6388498051
1343	0.470299608	0.6388284274
1344	0.4701806563	0.6386739452
1345	0.4701425047	0.6386415275
1346	0.4701352483	0.6386172759
1347	0.4701158829	0.6385564986
1348	0.4699779192	0.6384201395
1349	0.4699522567	0.6383688647
1350	0.469908752	0.6382810859
1351	0.4696936113	0.6380120733
1352	0.4696462634	0.6378946152
1353	0.4696006658	0.6377800494
1354	0.4695847324	0.6377631506
1355	0.4695265168	0.6376599716
1356	0.4693962215	0.6374325539
1357	0.4693754748	0.6374093652
1358	0.4693371059	0.6373607872
1359	0.4692950636	0.6373168259
1360	0.4692584396	0.6372689194
1361	0.4691961793	0.6371803028
1362	0.4690883996	0.6370458677
1363	0.4690012889	0.6368706138
1364	0.4688784874	0.6366276629
1365	0.4688129499	0.636469481
1366	0.4686725044	0.6363061538
1367	0.4686183509	0.6362125416
1368	0.468594321	0.6361602707
1369	0.4685066409	0.6360619345
1370	0.4684383186	0.6359606769
1371	0.4684211747	0.6359382546
1372	0.4684199094	0.6359208732
1373	0.4683174503	0.6357883116
1374	0.4682784334	0.6357167359
1375	0.4681062991	0.6354878007
1376	0.4680698338	0.6354223072
1377	0.4679943928	0.6353355374
1378	0.4679619862	0.6352921575
1379	0.46786773	0.6351791854
1380	0.4678319461	0.6351327603
1381	0.4677804972	0.6350651787
1382	0.4677578559	0.6350369791
1383	0.4677456472	0.6350248861
1384	0.467516016	0.6347320229
1385	0.4675037141	0.6347174809
1386	0.4674892799	0.6347038996
1387	0.4674118785	0.6346241392
1388	0.4672161863	0.6344369111
1389	0.467105333	0.6342626325
1390	0.4670635637	0.6342312399
1391	0.4670200657	0.6341362831
1392	0.46698303	0.6340601815
1393	0.4669864425	0.6340074723
1394	0.4668974325	0.6339046513
1395	0.4668828952	0.6338783778
1396	0.4668659876	0.633815387
1397	0.4668231415	0.6337086408
1398	0.4666554174	0.6335144887
1399	0.4666089366	0.6334633657
1400	0.4665648712	0.6334281434
1401	0.4665397612	0.6333965343
1402	0.4665152907	0.6333738564
1403	0.4664760247	0.6333095915
1404	0.4664415616	0.6332709436
1405	0.4664251097	0.63325024
1406	0.4663797279	0.6332175741
1407	0.4663226677	0.6331599547
1408	0.4661958026	0.6330252372
1409	0.4661616522	0.6329871653
1410	0.466121818	0.6329333639
1411	0.4659708553	0.6327074218
1412	0.4659501447	0.6326886053
1413	0.4659196874	0.6326143599
1414	0.4658997372	0.632592365
1415	0.4658965054	0.6325780716
1416	0.4659028048	0.6325300434
1417	0.4658102615	0.6323565353
1418	0.4655801171	0.6320697684
1419	0.4654816606	0.6319268268
1420	0.4654383797	0.6318767683
1421	0.4653586295	0.631746751
1422	0.4653372812	0.6316945816
1423	0.4653182392	0.6316562666
1424	0.4652293804	0.6315187652
1425	0.4650966037	0.6313838237
1426	0.4650855199	0.6313635438
1427	0.4650375528	0.6312824337
1428	0.4650304443	0.631268104
1429	0.4650028315	0.6312406564
1430	0.4649937047	0.631225032
1431	0.464970808	0.6311668779
1432	0.4649372399	0.6311287696
1433	0.4648755076	0.6310481262
1434	0.4648220068	0.630980947
1435	0.4647971512	0.6309488647
1436	0.464701668	0.6308098635
1437	0.46468519	0.630780428
1438	0.4646523622	0.6307522869
1439	0.4645774919	0.6306441942
1440	0.464497439	0.6305622465
1441	0.4643330756	0.6304038143
1442	0.4643047786	0.6303420106
1443	0.4642950199	0.6302928047
1444	0.4642669625	0.6302679266
1445	0.4641320937	0.6300858839
1446	0.4640639919	0.629990887
1447	0.464012967	0.6298884682
1448	0.463938413	0.6297863606
1449	0.4638575549	0.629661034
1450	0.4637579819	0.629496635
1451	0.4637308093	0.6294692642
1452	0.4635854664	0.6292646786
1453	0.463566264	0.629234029
1454	0.4635027671	0.6291552272
1455	0.4634703588	0.6291236793
1456	0.4634171389	0.62906933
1457	0.4633317638	0.6290003501
1458	0.4632589549	0.6288932371
1459	0.4632152071	0.6288242806
1460	0.4631961168	0.6288056118
1461	0.4631828576	0.628773762
1462	0.4631416834	0.6287299617
1463	0.4631198141	0.6286731142
1464	0.463061736	0.6285377238
1465	0.4630449813	0.6285052922
1466	0.463005936	0.6284539074
1467	0.4629735708	0.6284193654
1468	0.4629559034	0.628400027
1469	0.4629514649	0.6283856445
1470	0.4628746726	0.628309136
1471	0.4627876543	0.6282048142
1472	0.4627046914	0.6280576627
1473	0.4626140092	0.6279355375
1474	0.4624607746	0.6277551878
1475	0.4623798357	0.6276531759
1476	0.4622976144	0.6275237684
1477	0.4621431854	0.6273284186
1478	0.4621191482	0.6273059644
1479	0.4620466182	0.6271841572
1480	0.4620390685	0.6271725354
1481	0.4619423149	0.6270192085
1482	0.4618943432	0.6269513886
1483	0.461856381	0.6268941568
1484	0.4618457278	0.62687423
1485	0.4617949306	0.6267839382
1486	0.4617183696	0.626708864
1487	0.4615464635	0.6265705097
1488	0.4615378048	0.626557582
1489	0.4615079602	0.6264851569
1490	0.461478095	0.626422765
1491	0.4614538759	0.6263886124
1492	0.4613951775	0.6263137667
1493	0.4612603164	0.6262239228
1494	0.4612231035	0.6261623998
1495	0.4611248499	0.6260285669
1496	0.4611140608	0.6259974269
1497	0.4610906399	0.625961469
1498	0.4610512182	0.6259170518
1499	0.4609985718	0.6258614179
1500	0.4609665296	0.625827235
1501	0.4608959204	0.6257130667
1502	0.4608435477	0.6256190858
1503	0.4607802992	0.6255596108
1504	0.4606468882	0.625370882
1505	0.4606366952	0.6253494819
1506	0.4605554581	0.6252284942
1507	0.4605325899	0.6252055201
1508	0.460314574	0.6249389098
1509	0.4602363965	0.6248662192
1510	0.4602301674	0.6248538428
1511	0.4602136821	0.6248037122
1512	0.4601885814	0.6247850886
1513	0.4600411135	0.6246248193
1514	0.4600237608	0.6246033843
1515	0.459908593	0.6244408846
1516	0.4598717183	0.6243782947
1517	0.4598363994	0.6243392798
1518	0.4597294451	0.6242222605
1519	0.4596132009	0.6240965512
1520	0.4595531959	0.6240217399
1521	0.4595181325	0.6239776049
1522	0.4594435853	0.623879071
1523	0.4593888107	0.6237983069
1524	0.4592144927	0.6235913765
1525	0.4591263302	0.6235136873
1526	0.4590828494	0.6234469865
1527	0.4590449605	0.6234119483
1528	0.4590125959	0.6233752351
1529	0.4588482153	0.6231533629
1530	0.4587479228	0.6230287812
1531	0.4585628688	0.6227783488
1532	0.4585139286	0.6226931804
1533	0.4584729091	0.6226463023
1534	0.4584068356	0.6225578082
1535	0.4583639359	0.622526998
1536	0.4583149293	0.6224870279
1537	0.4582235848	0.6223753822
1538	0.4581790236	0.622275841
1539	0.4581378817	0.6222435447
1540	0.4579871556	0.6220335285
1541	0.45797726	0.6220212177
1542	0.4579120194	0.6219473067
1543	0.4577970915	0.6218192392
1544	0.457722932	0.621705155
1545	0.4576889451	0.6216224325
1546	0.4575470304	0.6214386901
1547	0.4574539658	0.621286231
1548	0.4573869155	0.6211875037
1549	0.4573351869	0.6211311865
1550	0.4572672257	0.6209687225
1551	0.4572019747	0.620871524
1552	0.4571863735	0.6208580602
1553	0.4571620793	0.6208183417
1554	0.4570684713	0.6206664301
1555	0.4569467456	0.620483542
1556	0.456913363	0.6204530974
1557	0.4568617368	0.6203507104
1558	0.4567347733	0.6201726665
1559	0.4566865742	0.620150998
1560	0.4566235624	0.6200114004
1561	0.4566117447	0.6200007572
1562	0.4565892497	0.6199779321
1563	0.4564504006	0.6197397385
1564	0.4564278357	0.6197084627
1565	0.4563602942	0.619610025
1566	0.4561520179	0.6193291301
1567	0.4561257833	0.6193053595
1568	0.4560946402	0.6192634182
1569	0.4559963703	0.6191540823
1570	0.4559502927	0.6190784134
1571	0.4557877585	0.6188889131
1572	0.4557872761	0.6188633365
1573	0.4556772822	0.6187657829
1574	0.4556349558	0.6187043297
1575	0.4556339856	0.6186786339
1576	0.4555375297	0.6185230762
1577	0.4554295739	0.6184023595
1578	0.4553858927	0.6182992643
1579	0.4552990939	0.6181957925
1580	0.4552880859	0.6181853832
1581	0.4552405643	0.618097506
1582	0.4552143213	0.6180504953
1583	0.4551740558	0.6180046988
1584	0.4551107773	0.6179611319
1585	0.4550905025	0.6179451521
1586	0.4550836248	0.6179299207
1587	0.4550198174	0.6178221215
1588	0.4549433184	0.6177194003
1589	0.4549334117	0.6177023377
1590	0.4548067532	0.6174977677
1591	0.4547163521	0.61737057
1592	0.4546412619	0.6172483772
1593	0.4546176677	0.617211815
1594	0.4545856246	0.6171163827
1595	0.4544285921	0.6169513165
1596	0.4544078766	0.6168824382
1597	0.4543577069	0.6168513353
1598	0.4542152279	0.6166765375
1599	0.4541553452	0.6166116442
1600	0.4541246951	0.6165791502
1601	0.4540098577	0.6164329301
1602	0.4540115231	0.616385278
1603	0.4539914948	0.6163674232
1604	0.4538691905	0.6162253547
1605	0.4537811634	0.6160781793
1606	0.4536833195	0.6159591642
1607	0.4536027275	0.615855478
1608	0.4535690096	0.6157753656
1609	0.4534741798	0.6156451113
1610	0.4532720732	0.6153905711
1611	0.4532285124	0.6153382648
1612	0.4530685716	0.6151237892
1613	0.4528991328	0.6149570487
1614	0.4528504627	0.6149024961
1615	0.4527689071	0.6148006955
1616	0.4527623337	0.6147766293
1617	0.4526957225	0.6146803184
1618	0.4526654313	0.6146283796
1619	0.4525313579	0.6144600597
1620	0.4524961871	0.6144073829
1621	0.4524888018	0.6143987763
1622	0.4522713538	0.6141831598
1623	0.4521919302	0.6140737971
1624	0.4519638914	0.6138487529
1625	0.4519073249	0.6137700927
1626	0.4518406849	0.613679695
1627	0.4517529206	0.6135570437
1628	0.4517187816	0.61349575
1629	0.4516596868	0.6133902047
1630	0.4515659914	0.6132583927
1631	0.4515131117	0.6131968601
1632	0.451498974	0.6131701486
1633	0.4514640987	0.6131060296
1634	0.4513991182	0.6129953432
1635	0.4512907925	0.6128755027
1636	0.4512100989	0.6127460221
1637	0.4511675918	0.6126816994
1638	0.4511182093	0.6126529387
1639	0.4510622208	0.6125546182
1640	0.4509309276	0.6124047578
1641	0.450881593	0.612276579
1642	0.45083259	0.6121890035
1643	0.4508093387	0.6121577132
1644	0.4507638333	0.6121094508
1645	0.4507112968	0.6120045152
1646	0.450608422	0.6118777756
1647	0.4505851533	0.611808117
1648	0.4504556903	0.6116845929
1649	0.450374118	0.611560611
1650	0.4503296257	0.6114822531
1651	0.4502542493	0.6114069111
1652	0.4502063526	0.6113151778
1653	0.4500023048	0.6111074647
1654	0.4499013277	0.6110167423
1655	0.4498455907	0.6108885501
1656	0.4498057997	0.6108045335
1657	0.4497794813	0.6107834436
1658	0.4497662538	0.6107665553
1659	0.4497231736	0.6107221885
1660	0.4496047188	0.6105939996
1661	0.4495642838	0.6105010721
1662	0.4494836609	0.6104242107
1663	0.4494024873	0.6103093667
1664	0.4493857855	0.6102953414
1665	0.4492688773	0.6101603054
1666	0.4492126454	0.6100511032
1667	0.4491116294	0.6098637995
1668	0.449052237	0.6097960705
1669	0.4490394914	0.6097855515
1670	0.4489370164	0.6095996745
1671	0.4488309581	0.6094675212
1672	0.4487906426	0.6094100812
1673	0.4487603632	0.6093701672
1674	0.4486451678	0.6092506954
1675	0.4485547355	0.6091513785
1676	0.4484898241	0.6090667232
1677	0.4484189504	0.60898261
1678	0.4483562283	0.6089334884
1679	0.4483465867	0.6088979018
1680	0.4483348716	0.6088857689
1681	0.4482633977	0.6087820181
1682	0.4481436471	0.6085736107
1683	0.4480088314	0.6084271341
1684	0.4479995646	0.6084070576
1685	0.4479069385	0.6082710163
1686	0.4477493975	0.6080942383
1687	0.4475715244	0.607906451
1688	0.4475160173	0.607836493
1689	0.447476695	0.6077455049
1690	0.4474307115	0.6076675626
1691	0.4473515252	0.6075945904
1692	0.4472879444	0.607545108
1693	0.4472121471	0.6074537124
1694	0.4470174788	0.6072109513
1695	0.4469215041	0.607132144
1696	0.4468674797	0.607090705
1697	0.4468648869	0.6070701876
1698	0.4467967174	0.6069961759
1699	0.4466641161	0.606852759
1700	0.4466172577	0.6067617103
1701	0.4465566519	0.6066993855
1702	0.4465319467	0.606677163
1703	0.4464832829	0.6065877895
1704	0.4464668594	0.6065689102
1705	0.4462343619	0.606347177
1706	0.446206794	0.6063220993
