iter	Passed	Remaining
1661	69386	14111
1662	69441	14071
1663	69478	14029
1664	69516	13986
1665	69555	13944
1666	69597	13902
1667	69635	13860
1668	69701	13823
1669	69738	13780
1670	69777	13738
1671	69815	13695
1672	69854	13653
1673	69888	13610
1674	69924	13567
1675	69963	13525
1676	70002	13482
1677	70040	13440
1678	70088	13399
1679	70125	13357
1680	70161	13314
1681	70199	13272
1682	70235	13229
1683	70274	13186
1684	70310	13144
1685	70348	13101
1686	70385	13059
1687	70425	13017
1688	70459	12973
1689	70516	12934
1690	70558	12893
1691	70596	12850
1692	70643	12810
1693	70685	12768
1694	70748	12730
1695	70784	12687
1696	70821	12645
1697	70859	12602
1698	70896	12560
1699	70934	12517
1700	70971	12475
1701	71016	12434
1702	71056	12392
1703	71116	12353
1704	71154	12311
1705	71194	12269
1706	71235	12227
1707	71276	12185
1708	71322	12144
1709	71371	12103
1710	71428	12064
1711	71497	12027
1712	71557	11988
1713	71592	11945
1714	71631	11903
1715	71669	11861
1716	71705	11818
1717	71784	11783
1718	71823	11740
1719	71871	11699
1720	71919	11659
1721	71975	11619
1722	72023	11578
1723	72063	11536
1724	72099	11494
1725	72132	11450
1726	72181	11410
1727	72220	11368
1728	72253	11324
1729	72289	11282
1730	72323	11239
1731	72357	11196
1732	72394	11153
1733	72430	11111
1734	72465	11068
1735	72501	11025
1736	72547	10984
1737	72588	10942
1738	72633	10901
1739	72675	10859
1740	72709	10816
1741	72746	10774
1742	72784	10731
1743	72859	10694
1744	72898	10652
1745	72947	10612
1746	72987	10569
1747	73026	10527
1748	73069	10486
1749	73108	10444
1750	73143	10401
1751	73183	10359
1752	73218	10316
1753	73254	10273
1754	73296	10232
1755	73351	10192
1756	73397	10151
1757	73446	10110
1758	73487	10068
1759	73529	10026
1760	73571	9984
1761	73614	9943
1762	73652	9901
1763	73692	9859
1764	73739	9818
1765	73789	9777
1766	73826	9734
1767	73897	9696
1768	73935	9654
1769	73977	9612
1770	74016	9570
1771	74058	9528
1772	74098	9486
1773	74137	9444
1774	74177	9402
1775	74231	9362
1776	74290	9322
1777	74338	9281
1778	74379	9239
1779	74422	9198
1780	74466	9156
1781	74508	9114
1782	74549	9073
1783	74597	9032
1784	74644	8990
1785	74704	8951
1786	74752	8910
1787	74798	8868
1788	74845	8827
1789	74888	8785
1790	75043	8757
1791	75090	8715
1792	75133	8674
1793	75176	8632
1794	75216	8590
1795	75260	8548
1796	75299	8506
1797	75355	8465
1798	75397	8424
1799	75437	8381
1800	75476	8339
1801	75516	8297
1802	75554	8255
1803	75595	8213
1804	75630	8170
1805	75672	8128
1806	75710	8086
1807	75765	8045
1808	75812	8004
1809	75846	7961
1810	75881	7919
1811	75933	7878
1812	75975	7836
1813	76021	7794
1814	76114	7758
1815	76169	7717
1816	76214	7675
1817	76261	7634
1818	76310	7593
1819	76358	7551
1820	76402	7510
1821	76444	7468
1822	76486	7426
1823	76529	7384
1824	76573	7342
1825	76618	7300
1826	76656	7258
1827	76691	7216
1828	76730	7173
1829	76768	7131
1830	76812	7089
1831	76845	7046
1832	76880	7004
1833	76912	6961
1834	76945	6918
1835	76977	6875
1836	77009	6833
1837	77041	6790
1838	77073	6747
1839	77133	6707
1840	77165	6664
1841	77197	6621
1842	77244	6580
1843	77285	6538
1844	77318	6495
1845	77350	6452
1846	77383	6410
1847	77414	6367
1848	77450	6325
1849	77483	6282
1850	77516	6239
1851	77549	6197
1852	77583	6154
1853	77613	6111
1854	77645	6069
1855	77677	6026
1856	77722	5985
1857	77761	5943
1858	77799	5900
1859	77834	5858
1860	77870	5816
1861	77901	5773
1862	77934	5731
1863	77974	5689
1864	78010	5646
1865	78048	5604
1866	78097	5563
1867	78198	5525
1868	78237	5483
1869	78274	5441
1870	78312	5399
1871	78348	5357
1872	78385	5315
1873	78427	5273
1874	78467	5231
1875	78508	5189
1876	78558	5147
1877	78595	5105
1878	78631	5063
1879	78671	5021
1880	78714	4979
1881	78753	4937
1882	78793	4895
1883	78830	4853
1884	78865	4811
1885	78902	4769
1886	78960	4728
1887	79000	4686
1888	79040	4644
1889	79079	4602
1890	79117	4560
1891	79168	4519
1892	79210	4477
1893	79271	4436
1894	79307	4394
1895	79364	4353
1896	79401	4311
1897	79438	4269
1898	79482	4227
1899	79522	4185
1900	79561	4143
1901	79597	4101
1902	79634	4059
1903	79674	4017
1904	79711	3975
1905	79761	3933
1906	79799	3891
1907	79834	3849
1908	79873	3807
1909	79914	3765
1910	79953	3723
1911	79992	3681
1912	80023	3639
1913	80062	3597
1914	80100	3555
1915	80137	3513
1916	80189	3471
1917	80225	3429
1918	80286	3388
1919	80324	3346
1920	80360	3304
1921	80401	3262
1922	80440	3220
1923	80478	3178
1924	80519	3137
1925	80553	3094
1926	80585	3052
1927	80619	3010
1928	80661	2968
1929	80696	2926
1930	80732	2884
1931	80765	2842
1932	80798	2800
1933	80832	2758
1934	80869	2716
1935	80904	2674
1936	80940	2632
1937	80973	2590
1938	81005	2548
1939	81035	2506
1940	81077	2464
1941	81110	2422
1942	81141	2380
1943	81171	2338
1944	81203	2296
1945	81235	2254
1946	81269	2212
1947	81324	2170
1948	81353	2128
1949	81384	2086
1950	81420	2044
1951	81452	2002
1952	81485	1960
1953	81518	1919
1954	81550	1877
1955	81582	1835
1956	81613	1793
1957	81645	1751
1958	81685	1709
1959	81723	1667
1960	81762	1626
1961	81794	1584
1962	81826	1542
1963	81856	1500
1964	81891	1458
1965	81926	1416
1966	81968	1375
1967	82006	1333
1968	82044	1291
1969	82082	1249
1970	82122	1208
1971	82173	1166
1972	82213	1125
1973	82250	1083
1974	82289	1041
1975	82334	1000
1976	82416	958
1977	82455	917
1978	82494	875
1979	82535	833
1980	82572	791
1981	82613	750
1982	82655	708
1983	82694	666
1984	82733	625
1985	82797	583
1986	82836	541
1987	82874	500
1988	82916	458
1989	82956	416
1990	82994	375
1991	83033	333
1992	83075	291
1993	83113	250
1994	83154	208
1995	83207	166
1996	83247	125
1997	83286	83
1998	83322	41
1999	83362	0
